,sample,sim_id,age_cat,value
0,18,9f172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,18,9f172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,18,9f172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,18,9f172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,115.84784784784785
0,18,9f172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,18,9f172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,116.356
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,5,92172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,49.749
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,51,af172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,128.4679358717435
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,26,be172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,123.049
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,53,b1172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,42.913
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,42,a6172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,58.965
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,9,96172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,119.529
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,28,c0172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,120.998
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,56,b5172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,44.366
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,58,b9172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,46.994
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,32,c4172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,60.451
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,99,f9172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,128.916
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,100,f5172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,52.675
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,113,9459189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,54.052
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,88,eb172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,125.66
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,36,c8172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,125.616
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,103,fa172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,47.833
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,117,9859189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,85.222
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,92,ef172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,49.505
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,106,fe172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,134.725
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,94,f1172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,42.439
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,109,9059189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,41.570570570570574
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,83,e6172099-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,80.044
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,62,9d59189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,133.603
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,65,a059189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,79.63463463463464
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,78,ad59189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,93.872
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,132,c259189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,127.482
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,134,c659189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,133.7067067067067
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,69,a459189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,124.456
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,123,b359189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,123.283
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,150,d159189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,83.71171171171171
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,137,cb59189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,52.957
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,126,b759189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,123.789
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,73,a859189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,124.422
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,139,cf59189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,111.57757757757757
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,154,d559189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,128.875
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,169,e459189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,89.675
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,158,d959189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,121.216
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,184,f359189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,129.6
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,198,015a189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,1.0-3.0,
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,3.0-5.0,
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,5.0-10.0,
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,10.0-20.0,
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,20.0-40.0,64.254
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,40.0-60.0,
0,160,da59189f-8db8-e911-a2c1-c4346bcb1555,60.0-200.0,
0,173,e859189f-8db8-e911-a2c1-c4346bcb1555,0.0-1.0,
